country,countryLabel,capital,capitalLabel,coordinates,lon,lat
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q35381,Kolonbo,Point(79.833333333 6.916666666),79.833333333333,6.9166666666667
http://www.wikidata.org/entity/Q854,Sri Lanka,http://www.wikidata.org/entity/Q41963,Sri Jayewardenepura Kotte,Point(79.916388888 6.9),79.916388888889,6.9
http://www.wikidata.org/entity/Q1049,Sudan,http://www.wikidata.org/entity/Q1963,Khartum,Point(32.52654 15.60308),32.52654,15.60308
http://www.wikidata.org/entity/Q34,Suedia,http://www.wikidata.org/entity/Q1754,Stockholm,Point(18.068611111 59.329444444),18.068611111111,59.329444444444
http://www.wikidata.org/entity/Q39,Suitza,http://www.wikidata.org/entity/Q70,Berna,Point(7.44743 46.94798),7.44743,46.94798
http://www.wikidata.org/entity/Q730,Surinam,http://www.wikidata.org/entity/Q3001,Paramaribo,Point(-55.166666666 5.866666666),-55.166666666667,5.8666666666667
http://www.wikidata.org/entity/Q1039,São Tomé eta Príncipe,http://www.wikidata.org/entity/Q3932,Sao Tome,Point(6.733333333 0.333333333),6.7333333333333,0.33333333333333
http://www.wikidata.org/entity/Q863,Tajikistan,http://www.wikidata.org/entity/Q9365,Duxanbe,Point(68.786388888 38.573055555),68.786388888889,38.573055555556
http://www.wikidata.org/entity/Q924,Tanzania,http://www.wikidata.org/entity/Q3866,Dodoma,Point(35.75 -6.25),35.75,-6.25
http://www.wikidata.org/entity/Q869,Thailandia,http://www.wikidata.org/entity/Q1861,Bangkok,Point(100.516666666 13.75),100.51666666667,13.75
http://www.wikidata.org/entity/Q945,Togo,http://www.wikidata.org/entity/Q3792,Lome,Point(1.222777777 6.131944444),1.2227777777778,6.1319444444444
http://www.wikidata.org/entity/Q678,Tonga,http://www.wikidata.org/entity/Q38834,Nuku'alofa,Point(-175.208333333 -21.134722222),-175.20833333333,-21.134722222222
http://www.wikidata.org/entity/Q754,Trinidad eta Tobago,http://www.wikidata.org/entity/Q39178,Port-of-Spain,Point(-61.516666666 10.666666666),-61.516666666667,10.666666666667
http://www.wikidata.org/entity/Q948,Tunisia,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.18 36.800833333),10.18,36.800833333333
http://www.wikidata.org/entity/Q43,Turkia,http://www.wikidata.org/entity/Q3640,Ankara,Point(32.866666666 39.866666666),32.866666666667,39.866666666667
http://www.wikidata.org/entity/Q874,Turkmenistan,http://www.wikidata.org/entity/Q23438,Asgabat,Point(58.383333333 37.95),58.383333333333,37.95
http://www.wikidata.org/entity/Q672,Tuvalu,http://www.wikidata.org/entity/Q34126,Funafuti,Point(179.216666666 -8.516666666),179.21666666667,-8.5166666666667
http://www.wikidata.org/entity/Q657,Txad,http://www.wikidata.org/entity/Q3659,N'Djamena,Point(15.072222222 12.116388888),15.0722,12.116388888889
http://www.wikidata.org/entity/Q657,Txad,http://www.wikidata.org/entity/Q3659,N'Djamena,Point(15.072222222 12.116388888),15.0722,12.1164
http://www.wikidata.org/entity/Q657,Txad,http://www.wikidata.org/entity/Q3659,N'Djamena,Point(15.072222222 12.116388888),15.072222222222,12.116388888889
http://www.wikidata.org/entity/Q657,Txad,http://www.wikidata.org/entity/Q3659,N'Djamena,Point(15.072222222 12.116388888),15.072222222222,12.1164
http://www.wikidata.org/entity/Q213,Txekia,http://www.wikidata.org/entity/Q1085,Praga,Point(14.416666666 50.083333333),14.416666666667,50.083333333333
http://www.wikidata.org/entity/Q298,Txile,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.666666666 -33.45),-70.666666666667,-33.45
http://www.wikidata.org/entity/Q148,Txinako Herri Errepublika,http://www.wikidata.org/entity/Q956,Pekin,Point(116.391388888 39.905),116.39138888889,39.905
http://www.wikidata.org/entity/Q1036,Uganda,http://www.wikidata.org/entity/Q3894,Kampala,Point(32.581111111 0.313611111),32.581111111111,0.31361111111111
http://www.wikidata.org/entity/Q212,Ukraina,http://www.wikidata.org/entity/Q1899,Kiev,Point(30.523611111 50.45),30.523611111111,50.45
http://www.wikidata.org/entity/Q77,Uruguai,http://www.wikidata.org/entity/Q1335,Montevideo,Point(-56.166666666 -34.866944444),-56.166666666667,-34.866944444444
http://www.wikidata.org/entity/Q265,Uzbekistan,http://www.wikidata.org/entity/Q269,Taxkent,Point(69.266666666 41.3),69.266666666667,41.3
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Point(168.3 -17.75),168.3,-17.75
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Point(-66.933333333 10.5),-66.933333333333,10.5
http://www.wikidata.org/entity/Q881,Vietnam,http://www.wikidata.org/entity/Q1858,Hanoi,Point(105.84117 21.0245),105.84117,21.0245
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q131694,Aden,Point(45.033333333 12.8),45.033333333333,12.8
http://www.wikidata.org/entity/Q805,Yemen,http://www.wikidata.org/entity/Q2471,Sana,Point(44.2 15.35),44.2,15.35
http://www.wikidata.org/entity/Q953,Zambia,http://www.wikidata.org/entity/Q3881,Lusaka,Point(28.283333333 -15.416666666),28.283333333333,-15.416666666667
http://www.wikidata.org/entity/Q664,Zeelanda Berria,http://www.wikidata.org/entity/Q23661,Wellington,Point(174.777222222 -41.288888888),174.77722222222,-41.288888888889
http://www.wikidata.org/entity/Q954,Zimbabwe,http://www.wikidata.org/entity/Q3921,Harare,Point(31.052222222 -17.829166666),31.052222222222,-17.829166666667
http://www.wikidata.org/entity/Q229,Zipre,http://www.wikidata.org/entity/Q3856,Nikosia,Point(33.365 35.1725),33.365,35.1725
